issuerName,issuerTicker,txType,tradeValue,reportingGap,Description,pubDate,filingDate,txDate,value,gender,firstName,lastName,party,owner,chamber,price,filingURL,comment
Cencora Inc,COR:US,sell,100K–250K,41.0,Michael McCaul sold $175000 of Cencora Inc (COR:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Dollar Tree Inc,DLTR:US,sell,100K–250K,41.0,Michael McCaul sold $175000 of Dollar Tree Inc (DLTR:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Merck \u0026 Co Inc,MRK:US,sell,100K–250K,41.0,Michael McCaul sold $175000 of Merck & Co Inc (MRK:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
US TREASURY NOTE,,buy,"$1,000,000",38.0,Michael McCaul bought $1000000 of US TREASURY NOTE on 2023-05-15. He filed the trade after 38 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-15,,male,Michael,McCaul,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Thermo Fisher Scientific Inc,TMO:US,buy,50K–100K,51.0,Michael McCaul bought $75000 of Thermo Fisher Scientific Inc (TMO:US) on 2023-05-02. He filed the trade after 51 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-02,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
FORT BEND INDEPENDENT SCHOOL DISTRICT,,buy,15K–50K,28.0,Michael McCaul bought $32500 of FORT BEND INDEPENDENT SCHOOL DISTRICT on 2023-05-25. He filed the trade after 28 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-25,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
SolarEdge Technologies Inc,SEDG:US,buy,15K–50K,45.0,Michael McCaul bought $32500 of SolarEdge Technologies Inc (SEDG:US) on 2023-05-08. He filed the trade after 45 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-08,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
STATE OF WASHINGTON,,buy,15K–50K,29.0,Michael McCaul bought $32500 of STATE OF WASHINGTON on 2023-05-24. He filed the trade after 29 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-24,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Arista Networks Inc,ANET:US,buy,15K–50K,30.0,Michael McCaul bought $32500 of Arista Networks Inc (ANET:US) on 2023-05-23. He filed the trade after 30 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-23,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Morgan Stanley,MS:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Morgan Stanley (MS:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Monster Beverage Corp,MNST:US,sell,15K–50K,45.0,Michael McCaul sold $32500 of Monster Beverage Corp (MNST:US) on 2023-05-08. He filed the trade after 45 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-08,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Linde PLC,LIN:US,sell,15K–50K,45.0,Michael McCaul sold $32500 of Linde PLC (LIN:US) on 2023-05-08. He filed the trade after 45 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-08,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Burlington Stores Inc,BURL:US,sell,15K–50K,51.0,Michael McCaul sold $32500 of Burlington Stores Inc (BURL:US) on 2023-05-02. He filed the trade after 51 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-02,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Capital One Financial Corp,COF:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Capital One Financial Corp (COF:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Elevance Health Inc,ELV:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Elevance Health Inc (ELV:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Astrazeneca PLC,AZN:US,sell,15K–50K,51.0,Michael McCaul sold $32500 of Astrazeneca PLC (AZN:US) on 2023-05-02. He filed the trade after 51 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-02,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
FleetCor Technologies Inc,FLT:US,sell,15K–50K,51.0,Michael McCaul sold $32500 of FleetCor Technologies Inc (FLT:US) on 2023-05-02. He filed the trade after 51 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-02,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
FleetCor Technologies Inc,FLT:US,sell,15K–50K,30.0,Michael McCaul sold $32500 of FleetCor Technologies Inc (FLT:US) on 2023-05-23. He filed the trade after 30 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-23,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Visa Inc,V:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Visa Inc (V:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
ConocoPhillips,COP:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of ConocoPhillips (COP:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Marriott International Inc,MAR:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Marriott International Inc (MAR:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Aon PLC,AON:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Aon PLC (AON:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Liberty Broadband Corp,LBRDA:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Liberty Broadband Corp (LBRDA:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
General Electric Co,GE:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of General Electric Co (GE:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Wells Fargo \u0026 Co,WFC:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Wells Fargo & Co (WFC:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
The Goldman Sachs Group Inc,GS:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of The Goldman Sachs Group Inc (GS:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Shell PLC,SHEL:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Shell PLC (SHEL:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Comcast Corp,CMCSA:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Comcast Corp (CMCSA:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Unitedhealth Group Inc,UNH:US,sell,15K–50K,43.0,Michael McCaul sold $32500 of Unitedhealth Group Inc (UNH:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Netflix Inc,NFLX:US,sell,50K–100K,43.0,Michael McCaul sold $75000 of Netflix Inc (NFLX:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Amazon.com Inc,AMZN:US,sell,50K–100K,43.0,Michael McCaul sold $75000 of Amazon.com Inc (AMZN:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Meta Platforms Inc,META:US,sell,50K–100K,43.0,Michael McCaul sold $75000 of Meta Platforms Inc (META:US) on 2023-05-10. He filed the trade after 43 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-10,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
The Walt Disney Co,DIS:US,sell,100K–250K,52.0,Michael McCaul sold $175000 of The Walt Disney Co (DIS:US) on 2023-05-01. He filed the trade after 52 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-01,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
CVS Health Corp,CVS:US,buy,15K–50K,36.0,Michael McCaul bought $32500 of CVS Health Corp (CVS:US) on 2023-05-17. He filed the trade after 36 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-17,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
CVS Health Corp,CVS:US,buy,15K–50K,36.0,Michael McCaul bought $32500 of CVS Health Corp (CVS:US) on 2023-05-17. He filed the trade after 36 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-17,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
DXC Technology Co,DXC:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of DXC Technology Co (DXC:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Tapestry Inc,TPR:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Tapestry Inc (TPR:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Warner Bros Discover Inc,WBD:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Warner Bros Discover Inc (WBD:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
American International Group Inc,AIG:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of American International Group Inc (AIG:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Ally Financial Inc,ALLY:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Ally Financial Inc (ALLY:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Advance Auto Parts Inc,AAP:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Advance Auto Parts Inc (AAP:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
CVS Health Corp,CVS:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of CVS Health Corp (CVS:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
CVS Health Corp,CVS:US,sell,15K–50K,36.0,Michael McCaul sold $32500 of CVS Health Corp (CVS:US) on 2023-05-17. He filed the trade after 36 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-17,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
FedEx Corp,FDX:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of FedEx Corp (FDX:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Fidelity National Information Services Inc,FIS:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Fidelity National Information Services Inc (FIS:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Tyson Foods Inc,TSN:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Tyson Foods Inc (TSN:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Wells Fargo \u0026 Co,WFC:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Wells Fargo & Co (WFC:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
AT\u0026T Inc,T:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of AT&T Inc (T:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Intel Corp,INTC:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Intel Corp (INTC:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
International Business Machines Corp,IBM:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of International Business Machines Corp (IBM:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
The Allstate Corporation,ALL:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of The Allstate Corporation (ALL:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Chevron Corp,CVX:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Chevron Corp (CVX:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Cencora Inc,COR:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Cencora Inc (COR:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Dollar Tree Inc,DLTR:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Dollar Tree Inc (DLTR:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
Merck \u0026 Co Inc,MRK:US,sell,15K–50K,41.0,Michael McCaul sold $32500 of Merck & Co Inc (MRK:US) on 2023-05-12. He filed the trade after 41 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-12,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
US TREASURY NOTE,,buy,"$1,000,000",38.0,Michael McCaul bought $1000000 of US TREASURY NOTE on 2023-05-15. He filed the trade after 38 days.,2023-06-23T13:05:03Z,2023-06-22,2023-05-15,,male,Michael,McCaul,republican,child,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219799.pdf,
NEW JERSEY TRANSPORTATION TRUST FUND AUTHORITY,,buy,50K–100K,17.0,Suzan DelBene bought $75000 of NEW JERSEY TRANSPORTATION TRUST FUND AUTHORITY on 2023-06-06. She filed the trade after 17 days.,2023-06-26T13:05:02Z,2023-06-23,2023-06-06,,female,Suzan,DelBene,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023183.pdf,
CITY OF NEW YORK,,buy,15K–50K,21.0,Suzan DelBene bought $32500 of CITY OF NEW YORK on 2023-06-02. She filed the trade after 21 days.,2023-06-26T13:05:02Z,2023-06-23,2023-06-02,,female,Suzan,DelBene,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023183.pdf,
SPRING INDEPENDENT SCHOOL DISTRICT,,buy,15K–50K,16.0,Suzan DelBene bought $32500 of SPRING INDEPENDENT SCHOOL DISTRICT on 2023-06-07. She filed the trade after 16 days.,2023-06-26T13:05:02Z,2023-06-23,2023-06-07,,female,Suzan,DelBene,democrat,joint,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023183.pdf,
Boston Scientific Corp,BSX:US,buy,1K–15K,25.0,Lois Frankel bought $8000 of Boston Scientific Corp (BSX:US) on 2023-05-30. She filed the trade after 25 days.,2023-06-26T13:05:03Z,2023-06-24,2023-05-30,,female,Lois,Frankel,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023194.pdf,Subholding Of: Morgan Stanley IRA - X142
Boston Scientific Corp,BSX:US,sell,1K–15K,24.0,Lois Frankel sold $8000 of Boston Scientific Corp (BSX:US) on 2023-05-31. She filed the trade after 24 days.,2023-06-26T13:05:03Z,2023-06-24,2023-05-31,,female,Lois,Frankel,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023194.pdf,Subholding Of: Morgan Stanley IRA - X141
Dollar General Corporation,DG:US,sell,1K–15K,18.0,Lois Frankel sold $8000 of Dollar General Corporation (DG:US) on 2023-06-06. She filed the trade after 18 days.,2023-06-26T13:05:03Z,2023-06-24,2023-06-06,,female,Lois,Frankel,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023194.pdf,Subholding Of: Morgan Stanley IRA - X142
Dominion Energy Inc,D:US,buy,1K–15K,16.0,Lois Frankel bought $8000 of Dominion Energy Inc (D:US) on 2023-06-08. She filed the trade after 16 days.,2023-06-26T13:05:03Z,2023-06-24,2023-06-08,,female,Lois,Frankel,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023194.pdf,Subholding Of: Morgan Stanley IRA - X141
Dominion Energy Inc,D:US,buy,1K–15K,17.0,Lois Frankel bought $8000 of Dominion Energy Inc (D:US) on 2023-06-07. She filed the trade after 17 days.,2023-06-26T13:05:03Z,2023-06-24,2023-06-07,,female,Lois,Frankel,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023194.pdf,Subholding Of: Morgan Stanley IRA - X141
General Dynamics Corp,GD:US,buy,1K–15K,31.0,Lois Frankel bought $8000 of General Dynamics Corp (GD:US) on 2023-05-24. She filed the trade after 31 days.,2023-06-26T13:05:03Z,2023-06-24,2023-05-24,,female,Lois,Frankel,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023194.pdf,Subholding Of: Morgan Stanley IRA - X141
JPMorgan Chase \u0026 Co,JPM:US,sell,1K–15K,10.0,Lois Frankel sold $8000 of JPMorgan Chase & Co (JPM:US) on 2023-06-14. She filed the trade after 10 days.,2023-06-26T13:05:03Z,2023-06-24,2023-06-14,,female,Lois,Frankel,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023194.pdf,Subholding Of: Morgan Stanley IRA - X141
The Sherwin-Williams Co,SHW:US,sell,1K–15K,17.0,Lois Frankel sold $8000 of The Sherwin-Williams Co (SHW:US) on 2023-06-07. She filed the trade after 17 days.,2023-06-26T13:05:03Z,2023-06-24,2023-06-07,,female,Lois,Frankel,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023194.pdf,Subholding Of: Morgan Stanley IRA - X141
Cigna Corp,CI:US,buy,1K–15K,24.0,Lois Frankel bought $8000 of Cigna Corp (CI:US) on 2023-05-31. She filed the trade after 24 days.,2023-06-26T13:05:03Z,2023-06-24,2023-05-31,,female,Lois,Frankel,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023194.pdf,Subholding Of: Morgan Stanley IRA - X141
JPMorgan Chase \u0026 Co,JPM:US,buy,50K–100K,0.0,Pete Sessions bought $75000 of JPMorgan Chase & Co (JPM:US) on 2023-06-23. He filed the trade after 0 days.,2023-06-26T13:05:05Z,2023-06-23,2023-06-23,,male,Peter,Sessions,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023198.pdf,Subholding Of: SEP 1 Description: JPMorgan Chase \u0026 Co. OH 5.55% CD 07/29/2024
First Horizon Corp,FHN:US,buy,15K–50K,31.0,Steve Cohen bought $32500 of First Horizon Corp (FHN:US) on 2023-05-26. He filed the trade after 31 days.,2023-06-27T13:05:05Z,2023-06-26,2023-05-26,,male,Stephen,Cohen,democrat,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023162.pdf,Subholding Of: Stephens Roth IRA
NVIDIA Corporation,NVDA:US,sell,250K–500K,26.0,Dan Meuser sold $375000 of NVIDIA Corporation (NVDA:US) on 2023-05-31. He filed the trade after 26 days.,2023-06-27T13:05:06Z,2023-06-26,2023-05-31,,male,Daniel,Meuser,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023212.pdf,Subholding Of: Schwab Brokerage Account
American Tower Corp,AMT:US,sell,1K–15K,11.0,Pete Sessions sold $8000 of American Tower Corp (AMT:US) on 2023-06-15. He filed the trade after 11 days.,2023-06-27T13:05:07Z,2023-06-26,2023-06-15,,male,Peter,Sessions,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023211.pdf,Subholding Of: Trust One Description: UBS Trust 50
Discover Financial Services,DFS:US,sell,15K–50K,11.0,Pete Sessions sold $32500 of Discover Financial Services (DFS:US) on 2023-06-15. He filed the trade after 11 days.,2023-06-27T13:05:07Z,2023-06-26,2023-06-15,,male,Peter,Sessions,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023211.pdf,Subholding Of: Trust One Description: UBS Trust 350
Medtronic PLC,MDT:US,sell,15K–50K,11.0,Pete Sessions sold $32500 of Medtronic PLC (MDT:US) on 2023-06-15. He filed the trade after 11 days.,2023-06-27T13:05:07Z,2023-06-26,2023-06-15,,male,Peter,Sessions,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20023211.pdf,Subholding Of: Trust One Description: UBS Trust 300
NetApp Inc,NTAP:US,sell,15K–50K,18.0,Doug Lamborn sold $32500 of NetApp Inc (NTAP:US) on 2023-06-05. He filed the trade after 18 days.,2023-06-28T13:05:03Z,2023-06-23,2023-06-05,,male,Douglas,Lamborn,republican,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219808.pdf,
NetApp Inc,NTAP:US,sell,15K–50K,18.0,Doug Lamborn sold $32500 of NetApp Inc (NTAP:US) on 2023-06-05. He filed the trade after 18 days.,2023-06-28T13:05:03Z,2023-06-23,2023-06-05,,male,Douglas,Lamborn,republican,not-disclosed,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219808.pdf,IRA
NetApp Inc,NTAP:US,sell,15K–50K,18.0,Doug Lamborn sold $32500 of NetApp Inc (NTAP:US) on 2023-06-05. He filed the trade after 18 days.,2023-06-28T13:05:03Z,2023-06-23,2023-06-05,,male,Douglas,Lamborn,republican,spouse,house,,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/8219808.pdf,IRA
